Country,Year,Variable,Source,Value,Unit
AFGHANISTAN,1991,FERTILIZER CONSUMPTION,FAO computed,6.14,kg/ha of arable land
ALBANIA,2015,FERTILIZER CONSUMPTION,FAO computed,90.32,kg/ha of arable land
ALBANIA,2014,FERTILIZER CONSUMPTION,FAO computed,87.69,kg/ha of arable land
ALBANIA,2013,FERTILIZER CONSUMPTION,FAO computed,87.48,kg/ha of arable land
ALBANIA,2012,FERTILIZER CONSUMPTION,FAO computed,92.77,kg/ha of arable land
ALBANIA,2011,FERTILIZER CONSUMPTION,FAO computed,97.14,kg/ha of arable land
ALBANIA,2010,FERTILIZER CONSUMPTION,FAO computed,97.32,kg/ha of arable land
ALBANIA,2009,FERTILIZER CONSUMPTION,FAO computed,89.39,kg/ha of arable land
ALBANIA,2008,FERTILIZER CONSUMPTION,FAO computed,75.88,kg/ha of arable land
ALBANIA,2007,FERTILIZER CONSUMPTION,FAO computed,87.17,kg/ha of arable land
ALBANIA,2006,FERTILIZER CONSUMPTION,FAO computed,85.09,kg/ha of arable land
ALBANIA,2005,FERTILIZER CONSUMPTION,FAO computed,111.60,kg/ha of arable land
ALBANIA,2004,FERTILIZER CONSUMPTION,FAO computed,100.60,kg/ha of arable land
ALBANIA,2003,FERTILIZER CONSUMPTION,FAO computed,98.93,kg/ha of arable land
ALBANIA,2002,FERTILIZER CONSUMPTION,FAO computed,97.19,kg/ha of arable land
ALBANIA,2001,FERTILIZER CONSUMPTION,FAO computed,32.35,kg/ha of arable land
ALBANIA,2000,FERTILIZER CONSUMPTION,FAO computed,32.35,kg/ha of arable land
ALBANIA,1999,FERTILIZER CONSUMPTION,FAO computed,18.37,kg/ha of arable land
ALBANIA,1998,FERTILIZER CONSUMPTION,FAO computed,43.33,kg/ha of arable land
ALBANIA,1997,FERTILIZER CONSUMPTION,FAO computed,9.00,kg/ha of arable land
ALBANIA,1996,FERTILIZER CONSUMPTION,FAO computed,11.27,kg/ha of arable land
ALBANIA,1995,FERTILIZER CONSUMPTION,FAO computed,19.06,kg/ha of arable land
ALBANIA,1994,FERTILIZER CONSUMPTION,FAO computed,25.60,kg/ha of arable land
ALBANIA,1993,FERTILIZER CONSUMPTION,FAO computed,31.01,kg/ha of arable land
ALBANIA,1992,FERTILIZER CONSUMPTION,FAO computed,40.66,kg/ha of arable land
ALBANIA,1991,FERTILIZER CONSUMPTION,FAO computed,54.15,kg/ha of arable land
ALGERIA,2015,FERTILIZER CONSUMPTION,FAO computed,23.37,kg/ha of arable land
ALGERIA,2014,FERTILIZER CONSUMPTION,FAO computed,24.64,kg/ha of arable land
ALGERIA,2013,FERTILIZER CONSUMPTION,FAO computed,19.66,kg/ha of arable land
ALGERIA,2012,FERTILIZER CONSUMPTION,FAO computed,19.40,kg/ha of arable land
ALGERIA,2011,FERTILIZER CONSUMPTION,FAO computed,17.49,kg/ha of arable land
ALGERIA,2010,FERTILIZER CONSUMPTION,FAO computed,19.48,kg/ha of arable land
ALGERIA,2009,FERTILIZER CONSUMPTION,FAO computed,13.99,kg/ha of arable land
ALGERIA,2008,FERTILIZER CONSUMPTION,FAO computed,8.58,kg/ha of arable land
ALGERIA,2007,FERTILIZER CONSUMPTION,FAO computed,14.96,kg/ha of arable land
ALGERIA,2006,FERTILIZER CONSUMPTION,FAO computed,13.26,kg/ha of arable land
ALGERIA,2005,FERTILIZER CONSUMPTION,FAO computed,7.43,kg/ha of arable land
ALGERIA,2004,FERTILIZER CONSUMPTION,FAO computed,25.10,kg/ha of arable land
ALGERIA,2003,FERTILIZER CONSUMPTION,FAO computed,6.00,kg/ha of arable land
ALGERIA,2002,FERTILIZER CONSUMPTION,FAO computed,9.64,kg/ha of arable land
ALGERIA,2001,FERTILIZER CONSUMPTION,FAO computed,13.89,kg/ha of arable land
ALGERIA,2000,FERTILIZER CONSUMPTION,FAO computed,12.05,kg/ha of arable land
ALGERIA,1999,FERTILIZER CONSUMPTION,FAO computed,12.12,kg/ha of arable land
ALGERIA,1998,FERTILIZER CONSUMPTION,FAO computed,14.10,kg/ha of arable land
ALGERIA,1997,FERTILIZER CONSUMPTION,FAO computed,12.68,kg/ha of arable land
ALGERIA,1996,FERTILIZER CONSUMPTION,FAO computed,5.05,kg/ha of arable land
ALGERIA,1995,FERTILIZER CONSUMPTION,FAO computed,6.17,kg/ha of arable land
ALGERIA,1994,FERTILIZER CONSUMPTION,FAO computed,15.96,kg/ha of arable land
ALGERIA,1993,FERTILIZER CONSUMPTION,FAO computed,17.38,kg/ha of arable land
ALGERIA,1992,FERTILIZER CONSUMPTION,FAO computed,12.80,kg/ha of arable land
ALGERIA,1991,FERTILIZER CONSUMPTION,FAO computed,12.60,kg/ha of arable land
ANGOLA,2015,FERTILIZER CONSUMPTION,FAO computed,8.05,kg/ha of arable land
ANGOLA,2014,FERTILIZER CONSUMPTION,FAO computed,9.27,kg/ha of arable land
ANGOLA,2013,FERTILIZER CONSUMPTION,FAO computed,9.26,kg/ha of arable land
ANGOLA,2012,FERTILIZER CONSUMPTION,FAO computed,8.88,kg/ha of arable land
ANGOLA,2011,FERTILIZER CONSUMPTION,FAO computed,11.98,kg/ha of arable land
ANGOLA,2010,FERTILIZER CONSUMPTION,FAO computed,8.43,kg/ha of arable land
ANGOLA,2009,FERTILIZER CONSUMPTION,FAO computed,5.47,kg/ha of arable land
ANGOLA,2008,FERTILIZER CONSUMPTION,FAO computed,8.26,kg/ha of arable land
ANGOLA,2007,FERTILIZER CONSUMPTION,FAO computed,3.31,kg/ha of arable land
ANGOLA,2006,FERTILIZER CONSUMPTION,FAO computed,3.66,kg/ha of arable land
ANGOLA,2005,FERTILIZER CONSUMPTION,FAO computed,2.26,kg/ha of arable land
ANGOLA,2004,FERTILIZER CONSUMPTION,FAO computed,4.50,kg/ha of arable land
ANGOLA,2003,FERTILIZER CONSUMPTION,FAO computed,1.79,kg/ha of arable land
ANGOLA,2002,FERTILIZER CONSUMPTION,FAO computed,1.66,kg/ha of arable land
ANGOLA,2000,FERTILIZER CONSUMPTION,FAO computed,0.47,kg/ha of arable land
ANGOLA,1999,FERTILIZER CONSUMPTION,FAO computed,1.13,kg/ha of arable land
ANGOLA,1998,FERTILIZER CONSUMPTION,FAO computed,1.13,kg/ha of arable land
ANGOLA,1997,FERTILIZER CONSUMPTION,FAO computed,0.67,kg/ha of arable land
ANGOLA,1996,FERTILIZER CONSUMPTION,FAO computed,2.00,kg/ha of arable land
ANGOLA,1995,FERTILIZER CONSUMPTION,FAO computed,2.67,kg/ha of arable land
ANGOLA,1994,FERTILIZER CONSUMPTION,FAO computed,3.33,kg/ha of arable land
ANGOLA,1993,FERTILIZER CONSUMPTION,FAO computed,2.67,kg/ha of arable land
ANGOLA,1992,FERTILIZER CONSUMPTION,FAO computed,3.03,kg/ha of arable land
ANGOLA,1991,FERTILIZER CONSUMPTION,FAO computed,2.34,kg/ha of arable land
ANTIGUA AND BARBUDA,2015,FERTILIZER CONSUMPTION,FAO computed,5.48,kg/ha of arable land
ANTIGUA AND BARBUDA,2014,FERTILIZER CONSUMPTION,FAO computed,7.95,kg/ha of arable land
ANTIGUA AND BARBUDA,2013,FERTILIZER CONSUMPTION,FAO computed,12.53,kg/ha of arable land
ANTIGUA AND BARBUDA,2012,FERTILIZER CONSUMPTION,FAO computed,9.85,kg/ha of arable land
ANTIGUA AND BARBUDA,2011,FERTILIZER CONSUMPTION,FAO computed,3.25,kg/ha of arable land
ANTIGUA AND BARBUDA,2010,FERTILIZER CONSUMPTION,FAO computed,3.00,kg/ha of arable land
ANTIGUA AND BARBUDA,2009,FERTILIZER CONSUMPTION,FAO computed,13.25,kg/ha of arable land
ANTIGUA AND BARBUDA,2008,FERTILIZER CONSUMPTION,FAO computed,3.50,kg/ha of arable land
ANTIGUA AND BARBUDA,2007,FERTILIZER CONSUMPTION,FAO computed,0.50,kg/ha of arable land
ANTIGUA AND BARBUDA,2006,FERTILIZER CONSUMPTION,FAO computed,4.50,kg/ha of arable land
ANTIGUA AND BARBUDA,2005,FERTILIZER CONSUMPTION,FAO computed,6.00,kg/ha of arable land
ANTIGUA AND BARBUDA,2004,FERTILIZER CONSUMPTION,FAO computed,7.50,kg/ha of arable land
ANTIGUA AND BARBUDA,2003,FERTILIZER CONSUMPTION,FAO computed,27.25,kg/ha of arable land
ANTIGUA AND BARBUDA,2002,FERTILIZER CONSUMPTION,FAO computed,13.00,kg/ha of arable land
ARGENTINA,2015,FERTILIZER CONSUMPTION,FAO computed,27.64,kg/ha of arable land
ARGENTINA,2014,FERTILIZER CONSUMPTION,FAO computed,35.49,kg/ha of arable land
ARGENTINA,2013,FERTILIZER CONSUMPTION,FAO computed,35.97,kg/ha of arable land
ARGENTINA,2012,FERTILIZER CONSUMPTION,FAO computed,34.53,kg/ha of arable land
ARGENTINA,2011,FERTILIZER CONSUMPTION,FAO computed,41.72,kg/ha of arable land
ARGENTINA,2010,FERTILIZER CONSUMPTION,FAO computed,39.18,kg/ha of arable land
ARGENTINA,2009,FERTILIZER CONSUMPTION,FAO computed,22.98,kg/ha of arable land
ARGENTINA,2008,FERTILIZER CONSUMPTION,FAO computed,35.21,kg/ha of arable land
ARGENTINA,2007,FERTILIZER CONSUMPTION,FAO computed,49.26,kg/ha of arable land
ARGENTINA,2006,FERTILIZER CONSUMPTION,FAO computed,41.41,kg/ha of arable land
ARGENTINA,2005,FERTILIZER CONSUMPTION,FAO computed,36.40,kg/ha of arable land
ARGENTINA,2004,FERTILIZER CONSUMPTION,FAO computed,45.31,kg/ha of arable land
ARGENTINA,2003,FERTILIZER CONSUMPTION,FAO computed,41.85,kg/ha of arable land
ARGENTINA,2002,FERTILIZER CONSUMPTION,FAO computed,30.23,kg/ha of arable land
ARGENTINA,2001,FERTILIZER CONSUMPTION,FAO computed,31.07,kg/ha of arable land
ARGENTINA,2000,FERTILIZER CONSUMPTION,FAO computed,31.22,kg/ha of arable land
ARGENTINA,1999,FERTILIZER CONSUMPTION,FAO computed,29.91,kg/ha of arable land
ARGENTINA,1998,FERTILIZER CONSUMPTION,FAO computed,28.28,kg/ha of arable land
ARGENTINA,1997,FERTILIZER CONSUMPTION,FAO computed,29.63,kg/ha of arable land
ARGENTINA,1996,FERTILIZER CONSUMPTION,FAO computed,31.43,kg/ha of arable land
ARGENTINA,1995,FERTILIZER CONSUMPTION,FAO computed,19.36,kg/ha of arable land
ARGENTINA,1994,FERTILIZER CONSUMPTION,FAO computed,17.11,kg/ha of arable land
ARGENTINA,1993,FERTILIZER CONSUMPTION,FAO computed,10.93,kg/ha of arable land
ARGENTINA,1992,FERTILIZER CONSUMPTION,FAO computed,9.27,kg/ha of arable land
ARGENTINA,1991,FERTILIZER CONSUMPTION,FAO computed,6.27,kg/ha of arable land
ARMENIA,2015,FERTILIZER CONSUMPTION,FAO computed,52.95,kg/ha of arable land
ARMENIA,2014,FERTILIZER CONSUMPTION,FAO computed,43.79,kg/ha of arable land
ARMENIA,2013,FERTILIZER CONSUMPTION,FAO computed,46.69,kg/ha of arable land
ARMENIA,2012,FERTILIZER CONSUMPTION,FAO computed,41.58,kg/ha of arable land
ARMENIA,2011,FERTILIZER CONSUMPTION,FAO computed,27.37,kg/ha of arable land
ARMENIA,2010,FERTILIZER CONSUMPTION,FAO computed,24.20,kg/ha of arable land
ARMENIA,2009,FERTILIZER CONSUMPTION,FAO computed,29.67,kg/ha of arable land
ARMENIA,2008,FERTILIZER CONSUMPTION,FAO computed,18.15,kg/ha of arable land
ARMENIA,2007,FERTILIZER CONSUMPTION,FAO computed,15.33,kg/ha of arable land
ARMENIA,2006,FERTILIZER CONSUMPTION,FAO computed,27.84,kg/ha of arable land
ARMENIA,2005,FERTILIZER CONSUMPTION,FAO computed,22.69,kg/ha of arable land
ARMENIA,2004,FERTILIZER CONSUMPTION,FAO computed,31.65,kg/ha of arable land
ARMENIA,2003,FERTILIZER CONSUMPTION,FAO computed,23.00,kg/ha of arable land
ARMENIA,2002,FERTILIZER CONSUMPTION,FAO computed,34.52,kg/ha of arable land
ARMENIA,2001,FERTILIZER CONSUMPTION,FAO computed,10.99,kg/ha of arable land
ARMENIA,2000,FERTILIZER CONSUMPTION,FAO computed,15.56,kg/ha of arable land
ARMENIA,1999,FERTILIZER CONSUMPTION,FAO computed,13.68,kg/ha of arable land
ARMENIA,1998,FERTILIZER CONSUMPTION,FAO computed,21.14,kg/ha of arable land
ARMENIA,1997,FERTILIZER CONSUMPTION,FAO computed,17.58,kg/ha of arable land
ARMENIA,1996,FERTILIZER CONSUMPTION,FAO computed,17.78,kg/ha of arable land
ARMENIA,1995,FERTILIZER CONSUMPTION,FAO computed,16.09,kg/ha of arable land
ARMENIA,1994,FERTILIZER CONSUMPTION,FAO computed,16.09,kg/ha of arable land
ARMENIA,1993,FERTILIZER CONSUMPTION,FAO computed,34.64,kg/ha of arable land
ARMENIA,1992,FERTILIZER CONSUMPTION,FAO computed,59.10,kg/ha of arable land
AUSTRALIA,2015,FERTILIZER CONSUMPTION,FAO computed,53.56,kg/ha of arable land
AUSTRALIA,2014,FERTILIZER CONSUMPTION,FAO computed,54.19,kg/ha of arable land
AUSTRALIA,2013,FERTILIZER CONSUMPTION,FAO computed,49.20,kg/ha of arable land
AUSTRALIA,2012,FERTILIZER CONSUMPTION,FAO computed,46.62,kg/ha of arable land
AUSTRALIA,2011,FERTILIZER CONSUMPTION,FAO computed,45.28,kg/ha of arable land
AUSTRALIA,2010,FERTILIZER CONSUMPTION,FAO computed,46.32,kg/ha of arable land
AUSTRALIA,2009,FERTILIZER CONSUMPTION,FAO computed,36.25,kg/ha of arable land
AUSTRALIA,2008,FERTILIZER CONSUMPTION,FAO computed,42.60,kg/ha of arable land
AUSTRALIA,2007,FERTILIZER CONSUMPTION,FAO computed,46.81,kg/ha of arable land
AUSTRALIA,2006,FERTILIZER CONSUMPTION,FAO computed,43.46,kg/ha of arable land
AUSTRALIA,2005,FERTILIZER CONSUMPTION,FAO computed,44.85,kg/ha of arable land
AUSTRALIA,2004,FERTILIZER CONSUMPTION,FAO computed,50.94,kg/ha of arable land
AUSTRALIA,2003,FERTILIZER CONSUMPTION,FAO computed,46.21,kg/ha of arable land
AUSTRALIA,2002,FERTILIZER CONSUMPTION,FAO computed,47.57,kg/ha of arable land
AUSTRALIA,2001,FERTILIZER CONSUMPTION,FAO computed,47.85,kg/ha of arable land
AUSTRALIA,2000,FERTILIZER CONSUMPTION,FAO computed,48.09,kg/ha of arable land
AUSTRALIA,1999,FERTILIZER CONSUMPTION,FAO computed,51.68,kg/ha of arable land
AUSTRALIA,1998,FERTILIZER CONSUMPTION,FAO computed,51.07,kg/ha of arable land
AUSTRALIA,1997,FERTILIZER CONSUMPTION,FAO computed,54.78,kg/ha of arable land
AUSTRALIA,1996,FERTILIZER CONSUMPTION,FAO computed,55.56,kg/ha of arable land
AUSTRALIA,1995,FERTILIZER CONSUMPTION,FAO computed,46.57,kg/ha of arable land
AUSTRALIA,1994,FERTILIZER CONSUMPTION,FAO computed,36.48,kg/ha of arable land
AUSTRALIA,1993,FERTILIZER CONSUMPTION,FAO computed,32.65,kg/ha of arable land
AUSTRALIA,1992,FERTILIZER CONSUMPTION,FAO computed,30.04,kg/ha of arable land
AUSTRALIA,1991,FERTILIZER CONSUMPTION,FAO computed,28.11,kg/ha of arable land
AUSTRIA,2015,FERTILIZER CONSUMPTION,FAO computed,139.52,kg/ha of arable land
AUSTRIA,2014,FERTILIZER CONSUMPTION,FAO computed,144.56,kg/ha of arable land
AUSTRIA,2013,FERTILIZER CONSUMPTION,FAO computed,135.61,kg/ha of arable land
AUSTRIA,2012,FERTILIZER CONSUMPTION,FAO computed,125.45,kg/ha of arable land
AUSTRIA,2011,FERTILIZER CONSUMPTION,FAO computed,103.39,kg/ha of arable land
AUSTRIA,2010,FERTILIZER CONSUMPTION,FAO computed,108.49,kg/ha of arable land
AUSTRIA,2009,FERTILIZER CONSUMPTION,FAO computed,83.41,kg/ha of arable land
AUSTRIA,2008,FERTILIZER CONSUMPTION,FAO computed,110.05,kg/ha of arable land
AUSTRIA,2007,FERTILIZER CONSUMPTION,FAO computed,110.27,kg/ha of arable land
AUSTRIA,2006,FERTILIZER CONSUMPTION,FAO computed,130.70,kg/ha of arable land
AUSTRIA,2005,FERTILIZER CONSUMPTION,FAO computed,135.72,kg/ha of arable land
AUSTRIA,2004,FERTILIZER CONSUMPTION,FAO computed,131.34,kg/ha of arable land
AUSTRIA,2003,FERTILIZER CONSUMPTION,FAO computed,297.14,kg/ha of arable land
AUSTRIA,2002,FERTILIZER CONSUMPTION,FAO computed,234.02,kg/ha of arable land
AUSTRIA,2001,FERTILIZER CONSUMPTION,FAO computed,156.96,kg/ha of arable land
AUSTRIA,2000,FERTILIZER CONSUMPTION,FAO computed,154.57,kg/ha of arable land
AUSTRIA,1999,FERTILIZER CONSUMPTION,FAO computed,160.49,kg/ha of arable land
AUSTRIA,1998,FERTILIZER CONSUMPTION,FAO computed,175.93,kg/ha of arable land
AUSTRIA,1997,FERTILIZER CONSUMPTION,FAO computed,176.39,kg/ha of arable land
AUSTRIA,1996,FERTILIZER CONSUMPTION,FAO computed,187.94,kg/ha of arable land
AUSTRIA,1995,FERTILIZER CONSUMPTION,FAO computed,167.61,kg/ha of arable land
AUSTRIA,1994,FERTILIZER CONSUMPTION,FAO computed,175.69,kg/ha of arable land
AUSTRIA,1993,FERTILIZER CONSUMPTION,FAO computed,184.64,kg/ha of arable land
AUSTRIA,1992,FERTILIZER CONSUMPTION,FAO computed,185.93,kg/ha of arable land
AUSTRIA,1991,FERTILIZER CONSUMPTION,FAO computed,199.79,kg/ha of arable land
AZERBAIJAN,2015,FERTILIZER CONSUMPTION,FAO computed,24.25,kg/ha of arable land
AZERBAIJAN,2014,FERTILIZER CONSUMPTION,FAO computed,31.75,kg/ha of arable land
AZERBAIJAN,2013,FERTILIZER CONSUMPTION,FAO computed,19.96,kg/ha of arable land
AZERBAIJAN,2012,FERTILIZER CONSUMPTION,FAO computed,19.08,kg/ha of arable land
AZERBAIJAN,2011,FERTILIZER CONSUMPTION,FAO computed,15.57,kg/ha of arable land
AZERBAIJAN,2010,FERTILIZER CONSUMPTION,FAO computed,9.95,kg/ha of arable land
AZERBAIJAN,2009,FERTILIZER CONSUMPTION,FAO computed,13.41,kg/ha of arable land
AZERBAIJAN,2008,FERTILIZER CONSUMPTION,FAO computed,20.94,kg/ha of arable land
AZERBAIJAN,2007,FERTILIZER CONSUMPTION,FAO computed,10.64,kg/ha of arable land
AZERBAIJAN,2006,FERTILIZER CONSUMPTION,FAO computed,13.34,kg/ha of arable land
AZERBAIJAN,2005,FERTILIZER CONSUMPTION,FAO computed,13.36,kg/ha of arable land
AZERBAIJAN,2004,FERTILIZER CONSUMPTION,FAO computed,11.97,kg/ha of arable land
AZERBAIJAN,2003,FERTILIZER CONSUMPTION,FAO computed,7.64,kg/ha of arable land
AZERBAIJAN,2002,FERTILIZER CONSUMPTION,FAO computed,10.43,kg/ha of arable land
AZERBAIJAN,2001,FERTILIZER CONSUMPTION,FAO computed,6.48,kg/ha of arable land
AZERBAIJAN,2000,FERTILIZER CONSUMPTION,FAO computed,2.25,kg/ha of arable land
AZERBAIJAN,1999,FERTILIZER CONSUMPTION,FAO computed,7.56,kg/ha of arable land
AZERBAIJAN,1998,FERTILIZER CONSUMPTION,FAO computed,8.73,kg/ha of arable land
AZERBAIJAN,1997,FERTILIZER CONSUMPTION,FAO computed,13.16,kg/ha of arable land
AZERBAIJAN,1996,FERTILIZER CONSUMPTION,FAO computed,9.30,kg/ha of arable land
AZERBAIJAN,1995,FERTILIZER CONSUMPTION,FAO computed,22.59,kg/ha of arable land
AZERBAIJAN,1994,FERTILIZER CONSUMPTION,FAO computed,22.63,kg/ha of arable land
AZERBAIJAN,1993,FERTILIZER CONSUMPTION,FAO computed,31.47,kg/ha of arable land
AZERBAIJAN,1992,FERTILIZER CONSUMPTION,FAO computed,44.00,kg/ha of arable land
BAHAMAS,2001,FERTILIZER CONSUMPTION,FAO computed,114.29,kg/ha of arable land
BAHAMAS,2000,FERTILIZER CONSUMPTION,FAO computed,42.86,kg/ha of arable land
BAHAMAS,1999,FERTILIZER CONSUMPTION,FAO computed,50.00,kg/ha of arable land
BAHAMAS,1998,FERTILIZER CONSUMPTION,FAO computed,50.00,kg/ha of arable land
BAHAMAS,1997,FERTILIZER CONSUMPTION,FAO computed,50.00,kg/ha of arable land
BAHAMAS,1996,FERTILIZER CONSUMPTION,FAO computed,66.67,kg/ha of arable land
BAHAMAS,1995,FERTILIZER CONSUMPTION,FAO computed,33.33,kg/ha of arable land
BAHAMAS,1994,FERTILIZER CONSUMPTION,FAO computed,33.33,kg/ha of arable land
BAHAMAS,1993,FERTILIZER CONSUMPTION,FAO computed,25.00,kg/ha of arable land
BAHAMAS,1992,FERTILIZER CONSUMPTION,FAO computed,37.50,kg/ha of arable land
BAHAMAS,1991,FERTILIZER CONSUMPTION,FAO computed,37.50,kg/ha of arable land
BAHRAIN,2015,FERTILIZER CONSUMPTION,FAO computed,1318.75,kg/ha of arable land
BAHRAIN,2014,FERTILIZER CONSUMPTION,FAO computed,1318.75,kg/ha of arable land
BAHRAIN,2013,FERTILIZER CONSUMPTION,FAO computed,1606.25,kg/ha of arable land
BAHRAIN,2012,FERTILIZER CONSUMPTION,FAO computed,1553.13,kg/ha of arable land
BAHRAIN,2011,FERTILIZER CONSUMPTION,FAO computed,1178.13,kg/ha of arable land
BAHRAIN,2010,FERTILIZER CONSUMPTION,FAO computed,1721.25,kg/ha of arable land
BAHRAIN,2009,FERTILIZER CONSUMPTION,FAO computed,947.79,kg/ha of arable land
BAHRAIN,2008,FERTILIZER CONSUMPTION,FAO computed,1993.33,kg/ha of arable land
BAHRAIN,2007,FERTILIZER CONSUMPTION,FAO computed,798.57,kg/ha of arable land
BAHRAIN,2006,FERTILIZER CONSUMPTION,FAO computed,9436.55,kg/ha of arable land
BAHRAIN,2005,FERTILIZER CONSUMPTION,FAO computed,2906.67,kg/ha of arable land
BAHRAIN,2003,FERTILIZER CONSUMPTION,FAO computed,103.53,kg/ha of arable land
BAHRAIN,2002,FERTILIZER CONSUMPTION,FAO computed,8964.50,kg/ha of arable land
BAHRAIN,2001,FERTILIZER CONSUMPTION,FAO computed,150.00,kg/ha of arable land
BAHRAIN,2000,FERTILIZER CONSUMPTION,FAO computed,173.00,kg/ha of arable land
BAHRAIN,1999,FERTILIZER CONSUMPTION,FAO computed,216.50,kg/ha of arable land
BAHRAIN,1998,FERTILIZER CONSUMPTION,FAO computed,564.00,kg/ha of arable land
BAHRAIN,1997,FERTILIZER CONSUMPTION,FAO computed,300.00,kg/ha of arable land
BAHRAIN,1996,FERTILIZER CONSUMPTION,FAO computed,300.00,kg/ha of arable land
BAHRAIN,1995,FERTILIZER CONSUMPTION,FAO computed,300.00,kg/ha of arable land
BAHRAIN,1994,FERTILIZER CONSUMPTION,FAO computed,300.00,kg/ha of arable land
BAHRAIN,1993,FERTILIZER CONSUMPTION,FAO computed,300.00,kg/ha of arable land
BAHRAIN,1992,FERTILIZER CONSUMPTION,FAO computed,350.00,kg/ha of arable land
BAHRAIN,1991,FERTILIZER CONSUMPTION,FAO computed,350.00,kg/ha of arable land
BANGLADESH,2015,FERTILIZER CONSUMPTION,FAO computed,297.74,kg/ha of arable land
BANGLADESH,2014,FERTILIZER CONSUMPTION,FAO computed,279.22,kg/ha of arable land
BANGLADESH,2013,FERTILIZER CONSUMPTION,FAO computed,254.60,kg/ha of arable land
BANGLADESH,2012,FERTILIZER CONSUMPTION,FAO computed,260.44,kg/ha of arable land
BANGLADESH,2011,FERTILIZER CONSUMPTION,FAO computed,255.76,kg/ha of arable land
BANGLADESH,2010,FERTILIZER CONSUMPTION,FAO computed,212.96,kg/ha of arable land
BANGLADESH,2009,FERTILIZER CONSUMPTION,FAO computed,188.85,kg/ha of arable land
BANGLADESH,2008,FERTILIZER CONSUMPTION,FAO computed,200.06,kg/ha of arable land
BANGLADESH,2007,FERTILIZER CONSUMPTION,FAO computed,184.41,kg/ha of arable land
BANGLADESH,2006,FERTILIZER CONSUMPTION,FAO computed,193.19,kg/ha of arable land
BANGLADESH,2005,FERTILIZER CONSUMPTION,FAO computed,197.75,kg/ha of arable land
BANGLADESH,2004,FERTILIZER CONSUMPTION,FAO computed,170.67,kg/ha of arable land
BANGLADESH,2003,FERTILIZER CONSUMPTION,FAO computed,160.27,kg/ha of arable land
BANGLADESH,2002,FERTILIZER CONSUMPTION,FAO computed,188.64,kg/ha of arable land
BANGLADESH,2001,FERTILIZER CONSUMPTION,FAO computed,174.59,kg/ha of arable land
BANGLADESH,2000,FERTILIZER CONSUMPTION,FAO computed,158.11,kg/ha of arable land
BANGLADESH,1999,FERTILIZER CONSUMPTION,FAO computed,161.89,kg/ha of arable land
BANGLADESH,1998,FERTILIZER CONSUMPTION,FAO computed,138.46,kg/ha of arable land
BANGLADESH,1997,FERTILIZER CONSUMPTION,FAO computed,132.21,kg/ha of arable land
BANGLADESH,1996,FERTILIZER CONSUMPTION,FAO computed,147.24,kg/ha of arable land
BANGLADESH,1995,FERTILIZER CONSUMPTION,FAO computed,142.19,kg/ha of arable land
BANGLADESH,1994,FERTILIZER CONSUMPTION,FAO computed,124.81,kg/ha of arable land
BANGLADESH,1993,FERTILIZER CONSUMPTION,FAO computed,111.17,kg/ha of arable land
BANGLADESH,1992,FERTILIZER CONSUMPTION,FAO computed,116.01,kg/ha of arable land
